G1	G2	G3	G4	G5	G6	G7	G8	G9
0.6184678	0.2579262	0.8669912	0.2237396	0.4060470	0.7233238	0.2905571	0.5051803	0.3144499
0.5404879	0.1745514	0.7203396	0.2591786	0.3736314	0.7839203	0.3267608	0.4305057	0.3629017
0.6159683	0.1955492	0.7179343	0.2328469	0.3909003	0.8536198	0.2857436	0.4027149	0.2985104
0.7676933	0.1991376	0.7142215	0.2221892	0.3387702	0.7176104	0.2830274	0.4380084	0.3935504
0.7859245	0.2192374	0.6146913	0.2208288	0.4330506	0.8463760	0.1799120	0.3503469	0.3102977
0.6836989	0.1961050	0.5218305	0.2618137	0.4286405	0.7451076	0.1796210	0.3988900	0.3131950
0.5797296	0.1663444	0.5882798	0.1914970	0.3464401	0.8109596	0.1186692	0.2319591	0.3182904
0.7849890	0.2617847	0.4970156	0.2519308	0.3464803	0.7709808	0.1589690	0.2720900	0.2609797
0.6809235	0.1860032	0.4131257	0.3010374	0.4232021	0.8032217	0.0900733	0.1878748	0.2189394
0.6829598	0.1347790	0.3170518	0.2885624	0.3757007	0.8181259	0.0637745	0.1309942	0.2722026
0.6563278	0.1765069	0.3577170	0.2495865	0.3654197	0.8540055	0.0430546	0.1268677	0.2920092
0.7353232	0.2199351	0.3754086	0.2778959	0.4352112	0.6806024	0.0752667	0.0929634	0.3614577
0.4747983	0.2066199	0.3457506	0.2481241	0.3992229	0.3247625	0.4105114	0.0469637	0.3546426
0.4737728	0.2694169	0.3539227	0.3635177	0.3765995	0.1065247	0.3643312	0.0000002	0.2747128
0.4831228	0.2291722	0.7850386	0.1903855	0.4469429	0.7208832	0.3908868	0.9516519	0.2719898
0.5335692	0.2337191	0.7354666	0.2164703	0.4255590	0.8737054	0.3572789	0.7083617	0.2460320
0.4880767	0.3136271	0.7438678	0.1674106	0.2997181	0.6950967	0.4449569	0.6272212	0.3060128
0.7386034	0.1929329	0.7898209	0.1488056	0.2975829	0.8164770	0.3252842	0.7195308	0.2751826
0.5583507	0.2104371	0.6652815	0.1573605	0.3292706	0.7653758	0.3590932	0.6987878	0.2527635
0.5876005	0.2804550	0.7476677	0.1621286	0.4127158	0.7543238	0.3108851	0.6441553	0.3261990
0.5625103	0.2689251	0.7406204	0.1664558	0.3462943	0.7827050	0.3213191	0.5606616	0.2653242
